nct_id,source_overall_status,discontinued,study_first_submitted_date,submission_year,temporal_group,dataset_version,aact_snapshot_date,aact_snapshot_file,label_source_table,label_rule,temporal_source_field,cohort_source_artifact,cohort_source_sha256
NCT01373619,COMPLETED,0,2011-05-25,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01375361,WITHDRAWN,1,2010-04-20,2010,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01375673,COMPLETED,0,2010-10-08,2010,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01377103,WITHDRAWN,1,2011-05-18,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01377987,COMPLETED,0,2011-06-20,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01378247,COMPLETED,0,2011-06-16,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01380223,COMPLETED,0,2011-06-22,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01381172,COMPLETED,0,2011-06-22,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01388855,COMPLETED,0,2011-06-22,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01391507,COMPLETED,0,2011-07-04,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01392196,TERMINATED,1,2011-07-07,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01392625,COMPLETED,0,2011-06-29,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01393314,COMPLETED,0,2011-07-01,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01394562,COMPLETED,0,2011-07-12,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01398371,COMPLETED,0,2011-07-19,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01399801,COMPLETED,0,2011-06-16,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01403714,WITHDRAWN,1,2011-07-21,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01404988,COMPLETED,0,2011-07-27,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01407185,TERMINATED,1,2011-07-27,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01407900,WITHDRAWN,1,2011-07-27,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01408875,COMPLETED,0,2011-08-02,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01411735,COMPLETED,0,2011-08-05,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01415921,COMPLETED,0,2011-08-10,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01420393,COMPLETED,0,2011-08-17,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01423266,COMPLETED,0,2011-08-15,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01425580,COMPLETED,0,2011-08-26,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01426321,COMPLETED,0,2011-08-25,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01427634,COMPLETED,0,2011-08-15,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01429376,COMPLETED,0,2011-09-02,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01431157,TERMINATED,1,2011-09-07,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01431313,COMPLETED,0,2011-09-06,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01434134,COMPLETED,0,2011-09-05,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01434615,COMPLETED,0,2011-09-13,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01437371,COMPLETED,0,2011-08-31,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01438086,COMPLETED,0,2011-09-17,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01439009,COMPLETED,0,2011-09-15,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01439529,COMPLETED,0,2011-09-19,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01439789,TERMINATED,1,2011-09-21,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01439893,TERMINATED,1,2011-09-21,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01440335,COMPLETED,0,2011-09-23,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01440517,TERMINATED,1,2011-09-22,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01441245,COMPLETED,0,2011-09-22,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01441583,COMPLETED,0,2011-09-26,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01442129,COMPLETED,0,2011-09-26,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01444872,COMPLETED,0,2011-09-19,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01446536,COMPLETED,0,2011-09-30,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01446796,TERMINATED,1,2011-09-14,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01453608,COMPLETED,0,2011-10-13,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01454128,COMPLETED,0,2011-10-14,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01457053,TERMINATED,1,2011-10-19,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01459744,COMPLETED,0,2011-10-13,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01461681,COMPLETED,0,2011-10-17,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01463267,COMPLETED,0,2011-09-27,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01467232,COMPLETED,0,2011-10-28,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01469988,TERMINATED,1,2011-11-02,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01472237,TERMINATED,1,2011-11-11,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01472640,COMPLETED,0,2011-11-11,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01474200,TERMINATED,1,2011-11-11,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01474486,COMPLETED,0,2011-01-28,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01475175,TERMINATED,1,2011-11-16,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01476566,WITHDRAWN,1,2011-11-14,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01478932,TERMINATED,1,2011-11-04,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01480401,COMPLETED,0,2011-11-23,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01480921,COMPLETED,0,2011-11-22,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01481402,COMPLETED,0,2011-11-25,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01482598,COMPLETED,0,2011-11-28,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01484288,COMPLETED,0,2011-11-29,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01486316,COMPLETED,0,2011-11-04,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01495078,COMPLETED,0,2011-09-08,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
NCT01500343,COMPLETED,0,2011-12-22,2011,development,HTT-P1-AACT-20260905,2026-09-05,20260905_export_ctgov.zip,ctgov.studies.overall_status,COMPLETED=0;TERMINATED|WITHDRAWN=1,ctgov.studies.study_first_submitted_date,step2_reconciliation/HeartTrialTwin_step2_cohort_reconciliation.csv,5a254575d8d5276d1176b53b38dad6600b46d6732441698e8e14668699d8ac43
